From,To,n_played,Region
Brucer (Bruno Pereira),Jockster (Luan Cardoso),6,CBLOL/Brazil
Brucer (Bruno Pereira),Neki (Vinícius Ghilardi),125,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Jockster (Luan Cardoso),8,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Neki (Vinícius Ghilardi),29,CBLOL/Brazil
Eryon (Márcio Reis),Neki (Vinícius Ghilardi),31,CBLOL/Brazil
Jockster (Luan Cardoso),Neki (Vinícius Ghilardi),6,CBLOL/Brazil
Jockster (Luan Cardoso),SacyR (Gustavo Rossi),6,CBLOL/Brazil
Neki (Vinícius Ghilardi),SacyR (Gustavo Rossi),51,CBLOL/Brazil
Danagorn (Daniel Drummond),etsblade (Eduardo Souza),6,CBLOL/Brazil
Espeon (Martin Gonçalves),etsblade (Eduardo Souza),9,CBLOL/Brazil
Matsukaze (Pedro Gama),etsblade (Eduardo Souza),6,CBLOL/Brazil
Vash (Guilherme Del Buono),etsblade (Eduardo Souza),6,CBLOL/Brazil
element (Arlindo Leal Lana Neto),etsblade (Eduardo Souza),6,CBLOL/Brazil
Baiano (Gustavo Gomes),Jukaah (Ednilson Vargas),19,CBLOL/Brazil
Baiano (Gustavo Gomes),Robo (Leonardo Souza),88,CBLOL/Brazil
Baiano (Gustavo Gomes),Turtle (Gabriel Peixoto),47,CBLOL/Brazil
Baiano (Gustavo Gomes),esA (Eidi Yanagimachi),41,CBLOL/Brazil
Baiano (Gustavo Gomes),takeshi (Murilo Alves),41,CBLOL/Brazil
Jukaah (Ednilson Vargas),Robo (Leonardo Souza),27,CBLOL/Brazil
Jukaah (Ednilson Vargas),Turtle (Gabriel Peixoto),27,CBLOL/Brazil
Jukaah (Ednilson Vargas),esA (Eidi Yanagimachi),27,CBLOL/Brazil
Jukaah (Ednilson Vargas),takeshi (Murilo Alves),27,CBLOL/Brazil
Robo (Leonardo Souza),Turtle (Gabriel Peixoto),74,CBLOL/Brazil
Robo (Leonardo Souza),esA (Eidi Yanagimachi),79,CBLOL/Brazil
Robo (Leonardo Souza),takeshi (Murilo Alves),49,CBLOL/Brazil
Turtle (Gabriel Peixoto),esA (Eidi Yanagimachi),27,CBLOL/Brazil
Turtle (Gabriel Peixoto),takeshi (Murilo Alves),27,CBLOL/Brazil
Neki (Vinícius Ghilardi),Robo (Leonardo Souza),8,CBLOL/Brazil
Baiano (Gustavo Gomes),Goku (Bruno Miyaguchi),10,CBLOL/Brazil
Baiano (Gustavo Gomes),Pdr (Pedro Passos),5,CBLOL/Brazil
Baiano (Gustavo Gomes),SkyBart (Mateus Neves),10,CBLOL/Brazil
Baiano (Gustavo Gomes),Von (Gabriel Barbosa) (Gabriel Barbosa),10,CBLOL/Brazil
Goku (Bruno Miyaguchi),Pdr (Pedro Passos),5,CBLOL/Brazil
Goku (Bruno Miyaguchi),Turtle (Gabriel Peixoto),28,CBLOL/Brazil
Goku (Bruno Miyaguchi),Von (Gabriel Barbosa) (Gabriel Barbosa),131,CBLOL/Brazil
Pdr (Pedro Passos),SkyBart (Mateus Neves),5,CBLOL/Brazil
Pdr (Pedro Passos),Turtle (Gabriel Peixoto),5,CBLOL/Brazil
Pdr (Pedro Passos),Von (Gabriel Barbosa) (Gabriel Barbosa),5,CBLOL/Brazil
SkyBart (Mateus Neves),Turtle (Gabriel Peixoto),28,CBLOL/Brazil
SkyBart (Mateus Neves),Von (Gabriel Barbosa) (Gabriel Barbosa),55,CBLOL/Brazil
Turtle (Gabriel Peixoto),Von (Gabriel Barbosa) (Gabriel Barbosa),28,CBLOL/Brazil
Anjinho (Roberto Buzzoleti),Pizzayolo (Ronaldo Lima),3,CBLOL/Brazil
Anjinho (Roberto Buzzoleti),Preston (Bruno Andrade),3,CBLOL/Brazil
Anjinho (Roberto Buzzoleti),Theusma (Matheus Lima),3,CBLOL/Brazil
Anjinho (Roberto Buzzoleti),Zuao (João Vitor Morais),3,CBLOL/Brazil
Pizzayolo (Ronaldo Lima),Preston (Bruno Andrade),3,CBLOL/Brazil
Pizzayolo (Ronaldo Lima),Theusma (Matheus Lima),3,CBLOL/Brazil
Pizzayolo (Ronaldo Lima),Zuao (João Vitor Morais),3,CBLOL/Brazil
Pizzayolo (Ronaldo Lima),prZo (Gabriel Hirota),3,CBLOL/Brazil
Preston (Bruno Andrade),Theusma (Matheus Lima),3,CBLOL/Brazil
Preston (Bruno Andrade),Zuao (João Vitor Morais),3,CBLOL/Brazil
Preston (Bruno Andrade),prZo (Gabriel Hirota),3,CBLOL/Brazil
Theusma (Matheus Lima),Zuao (João Vitor Morais),16,CBLOL/Brazil
Theusma (Matheus Lima),prZo (Gabriel Hirota),3,CBLOL/Brazil
Zuao (João Vitor Morais),prZo (Gabriel Hirota),3,CBLOL/Brazil
Aoshi (Franklin Coutinho),Vash (Guilherme Del Buono),13,CBLOL/Brazil
Djokovic (Thiago Maia),Vash (Guilherme Del Buono),13,CBLOL/Brazil
Nappon (Carlos Rücker),Vash (Guilherme Del Buono),13,CBLOL/Brazil
Vash (Guilherme Del Buono),Wos (Willyan Bonpam),26,CBLOL/Brazil
Vash (Guilherme Del Buono),pbo (Pablo Yuri),27,CBLOL/Brazil
Alocs (Leonardo Belo),Skyer (Felipe Gimenes),18,CBLOL/Brazil
Alocs (Leonardo Belo),Snowlz (Guilherme Neves),18,CBLOL/Brazil
Alocs (Leonardo Belo),Tay (Rodrigo Panisa),22,CBLOL/Brazil
Alocs (Leonardo Belo),Transao (Rafael Mucidas),18,CBLOL/Brazil
Alocs (Leonardo Belo),Zantins (Luccas Zanqueta),18,CBLOL/Brazil
Skyer (Felipe Gimenes),Tay (Rodrigo Panisa),18,CBLOL/Brazil
Skyer (Felipe Gimenes),Transao (Rafael Mucidas),18,CBLOL/Brazil
Skyer (Felipe Gimenes),Zantins (Luccas Zanqueta),18,CBLOL/Brazil
Snowlz (Guilherme Neves),Tay (Rodrigo Panisa),18,CBLOL/Brazil
Snowlz (Guilherme Neves),Transao (Rafael Mucidas),18,CBLOL/Brazil
Snowlz (Guilherme Neves),Zantins (Luccas Zanqueta),18,CBLOL/Brazil
Tay (Rodrigo Panisa),Transao (Rafael Mucidas),18,CBLOL/Brazil
Transao (Rafael Mucidas),Zantins (Luccas Zanqueta),18,CBLOL/Brazil
Abaxial (Alexander Haibel),Jockster (Luan Cardoso),88,CBLOL/Brazil
Galfi (Hugo Garcia),LEP (Pedro Luiz Marcari),50,CBLOL/Brazil
Galfi (Hugo Garcia),Matsukaze (Pedro Gama),38,CBLOL/Brazil
Galfi (Hugo Garcia),Minerva (Gustavo Alves),36,CBLOL/Brazil
Galfi (Hugo Garcia),TinOwns (Thiago Sartori),38,CBLOL/Brazil
Galfi (Hugo Garcia),ziriguidun (Pedro Vilarinho),24,CBLOL/Brazil
LEP (Pedro Luiz Marcari),Matsukaze (Pedro Gama),24,CBLOL/Brazil
Matsukaze (Pedro Gama),Minerva (Gustavo Alves),66,CBLOL/Brazil
Matsukaze (Pedro Gama),TinOwns (Thiago Sartori),104,CBLOL/Brazil
Matsukaze (Pedro Gama),ziriguidun (Pedro Vilarinho),24,CBLOL/Brazil
Jukaah (Ednilson Vargas),verfix (Jorge Silveira),8,CBLOL/Brazil
Robo (Leonardo Souza),verfix (Jorge Silveira),8,CBLOL/Brazil
Turtle (Gabriel Peixoto),verfix (Jorge Silveira),8,CBLOL/Brazil
esA (Eidi Yanagimachi),verfix (Jorge Silveira),8,CBLOL/Brazil
takeshi (Murilo Alves),verfix (Jorge Silveira),8,CBLOL/Brazil
EzPrince (Victor Sun),Goku (Bruno Miyaguchi),16,CBLOL/Brazil
EzPrince (Victor Sun),Professor (Matheus Leirião),16,CBLOL/Brazil
EzPrince (Victor Sun),SkyBart (Mateus Neves),16,CBLOL/Brazil
EzPrince (Victor Sun),Von (Gabriel Barbosa) (Gabriel Barbosa),16,CBLOL/Brazil
EzPrince (Victor Sun),Zuao (João Vitor Morais),16,CBLOL/Brazil
Goku (Bruno Miyaguchi),Professor (Matheus Leirião),104,CBLOL/Brazil
Goku (Bruno Miyaguchi),Theusma (Matheus Lima),13,CBLOL/Brazil
Goku (Bruno Miyaguchi),Zuao (João Vitor Morais),55,CBLOL/Brazil
Professor (Matheus Leirião),SkyBart (Mateus Neves),124,CBLOL/Brazil
Professor (Matheus Leirião),Theusma (Matheus Lima),13,CBLOL/Brazil
Professor (Matheus Leirião),Von (Gabriel Barbosa) (Gabriel Barbosa),50,CBLOL/Brazil
SkyBart (Mateus Neves),Theusma (Matheus Lima),13,CBLOL/Brazil
SkyBart (Mateus Neves),Zuao (João Vitor Morais),55,CBLOL/Brazil
Theusma (Matheus Lima),Von (Gabriel Barbosa) (Gabriel Barbosa),10,CBLOL/Brazil
Von (Gabriel Barbosa) (Gabriel Barbosa),Zuao (João Vitor Morais),29,CBLOL/Brazil
Kami (Gabriel Bohm Santos) (Gabriel Santos),MiT (Gabriel Souza),67,CBLOL/Brazil
Kami (Gabriel Bohm Santos) (Gabriel Santos),Picoca (Matheus Tavares),27,CBLOL/Brazil
Kami (Gabriel Bohm Santos) (Gabriel Santos),TheFoxz (Renato de Souza),2,CBLOL/Brazil
Leko (Whesley Holler),MiT (Gabriel Souza),2,CBLOL/Brazil
Leko (Whesley Holler),Picoca (Matheus Tavares),2,CBLOL/Brazil
MiT (Gabriel Souza),Mylon (Matheus Borges),65,CBLOL/Brazil
MiT (Gabriel Souza),Picoca (Matheus Tavares),27,CBLOL/Brazil
MiT (Gabriel Souza),SirT (Thúlio Carlos),80,CBLOL/Brazil
MiT (Gabriel Souza),TheFoxz (Renato de Souza),2,CBLOL/Brazil
MiT (Gabriel Souza),brTT (Felipe Gonçalves),49,CBLOL/Brazil
Mylon (Matheus Borges),Picoca (Matheus Tavares),23,CBLOL/Brazil
Picoca (Matheus Tavares),SirT (Thúlio Carlos),27,CBLOL/Brazil
Picoca (Matheus Tavares),TheFoxz (Renato de Souza),2,CBLOL/Brazil
Picoca (Matheus Tavares),brTT (Felipe Gonçalves),27,CBLOL/Brazil
SirT (Thúlio Carlos),TheFoxz (Renato de Souza),2,CBLOL/Brazil
TheFoxz (Renato de Souza),brTT (Felipe Gonçalves),2,CBLOL/Brazil
Ayel (Marcelo Mello),Brucer (Bruno Pereira),37,CBLOL/Brazil
Ayel (Marcelo Mello),Caos (Jonas Vriesman) (Jonas Vriesman),25,CBLOL/Brazil
Ayel (Marcelo Mello),Eryon (Márcio Reis),25,CBLOL/Brazil
Ayel (Marcelo Mello),Neki (Vinícius Ghilardi),37,CBLOL/Brazil
Ayel (Marcelo Mello),SacyR (Gustavo Rossi),37,CBLOL/Brazil
Abaxial (Alexander Haibel),Ayel (Marcelo Mello),5,CBLOL/Brazil
Abaxial (Alexander Haibel),Baiano (Gustavo Gomes),9,CBLOL/Brazil
Abaxial (Alexander Haibel),Brucer (Bruno Pereira),5,CBLOL/Brazil
Abaxial (Alexander Haibel),Caos (Jonas Vriesman) (Jonas Vriesman),5,CBLOL/Brazil
Abaxial (Alexander Haibel),Eryon (Márcio Reis),5,CBLOL/Brazil
Abaxial (Alexander Haibel),EzPrince (Victor Sun),5,CBLOL/Brazil
Abaxial (Alexander Haibel),Galfi (Hugo Garcia),5,CBLOL/Brazil
Abaxial (Alexander Haibel),Goku (Bruno Miyaguchi),11,CBLOL/Brazil
Abaxial (Alexander Haibel),Jukaah (Ednilson Vargas),5,CBLOL/Brazil
Abaxial (Alexander Haibel),Kami (Gabriel Bohm Santos) (Gabriel Santos),10,CBLOL/Brazil
Abaxial (Alexander Haibel),LEP (Pedro Luiz Marcari),19,CBLOL/Brazil
Abaxial (Alexander Haibel),Matsukaze (Pedro Gama),5,CBLOL/Brazil
Abaxial (Alexander Haibel),MiT (Gabriel Souza),10,CBLOL/Brazil
Abaxial (Alexander Haibel),Minerva (Gustavo Alves),13,CBLOL/Brazil
Abaxial (Alexander Haibel),Mylon (Matheus Borges),10,CBLOL/Brazil
Abaxial (Alexander Haibel),Neki (Vinícius Ghilardi),5,CBLOL/Brazil
Abaxial (Alexander Haibel),Picoca (Matheus Tavares),5,CBLOL/Brazil
Abaxial (Alexander Haibel),Professor (Matheus Leirião),5,CBLOL/Brazil
Abaxial (Alexander Haibel),Robo (Leonardo Souza),9,CBLOL/Brazil
Abaxial (Alexander Haibel),SacyR (Gustavo Rossi),11,CBLOL/Brazil
Abaxial (Alexander Haibel),SirT (Thúlio Carlos),10,CBLOL/Brazil
Abaxial (Alexander Haibel),SkyBart (Mateus Neves),5,CBLOL/Brazil
Abaxial (Alexander Haibel),TinOwns (Thiago Sartori),13,CBLOL/Brazil
Abaxial (Alexander Haibel),Turtle (Gabriel Peixoto),5,CBLOL/Brazil
Abaxial (Alexander Haibel),Von (Gabriel Barbosa) (Gabriel Barbosa),5,CBLOL/Brazil
Abaxial (Alexander Haibel),Zuao (João Vitor Morais),13,CBLOL/Brazil
Abaxial (Alexander Haibel),brTT (Felipe Gonçalves),5,CBLOL/Brazil
Abaxial (Alexander Haibel),esA (Eidi Yanagimachi),25,CBLOL/Brazil
Abaxial (Alexander Haibel),takeshi (Murilo Alves),26,CBLOL/Brazil
Abaxial (Alexander Haibel),ziriguidun (Pedro Vilarinho),15,CBLOL/Brazil
Ayel (Marcelo Mello),Baiano (Gustavo Gomes),5,CBLOL/Brazil
Ayel (Marcelo Mello),EzPrince (Victor Sun),5,CBLOL/Brazil
Ayel (Marcelo Mello),Galfi (Hugo Garcia),5,CBLOL/Brazil
Ayel (Marcelo Mello),Goku (Bruno Miyaguchi),5,CBLOL/Brazil
Ayel (Marcelo Mello),Jockster (Luan Cardoso),41,CBLOL/Brazil
Ayel (Marcelo Mello),Jukaah (Ednilson Vargas),5,CBLOL/Brazil
Ayel (Marcelo Mello),Kami (Gabriel Bohm Santos) (Gabriel Santos),5,CBLOL/Brazil
Ayel (Marcelo Mello),LEP (Pedro Luiz Marcari),5,CBLOL/Brazil
Ayel (Marcelo Mello),Matsukaze (Pedro Gama),54,CBLOL/Brazil
Ayel (Marcelo Mello),MiT (Gabriel Souza),5,CBLOL/Brazil
Ayel (Marcelo Mello),Minerva (Gustavo Alves),35,CBLOL/Brazil
Ayel (Marcelo Mello),Mylon (Matheus Borges),5,CBLOL/Brazil
Ayel (Marcelo Mello),Picoca (Matheus Tavares),5,CBLOL/Brazil
Ayel (Marcelo Mello),Professor (Matheus Leirião),5,CBLOL/Brazil
Ayel (Marcelo Mello),Revolta (Gabriel Henud),11,CBLOL/Brazil
Ayel (Marcelo Mello),Robo (Leonardo Souza),5,CBLOL/Brazil
Ayel (Marcelo Mello),SirT (Thúlio Carlos),5,CBLOL/Brazil
Ayel (Marcelo Mello),SkyBart (Mateus Neves),5,CBLOL/Brazil
Ayel (Marcelo Mello),TinOwns (Thiago Sartori),54,CBLOL/Brazil
Ayel (Marcelo Mello),Turtle (Gabriel Peixoto),31,CBLOL/Brazil
Ayel (Marcelo Mello),Von (Gabriel Barbosa) (Gabriel Barbosa),5,CBLOL/Brazil
Ayel (Marcelo Mello),Yang (Felipe Zhao) (Felipe Zhao),5,CBLOL/Brazil
Ayel (Marcelo Mello),Zuao (João Vitor Morais),5,CBLOL/Brazil
Ayel (Marcelo Mello),brTT (Felipe Gonçalves),5,CBLOL/Brazil
Ayel (Marcelo Mello),esA (Eidi Yanagimachi),35,CBLOL/Brazil
Ayel (Marcelo Mello),micaO (Micael Rodrigues),41,CBLOL/Brazil
Ayel (Marcelo Mello),takeshi (Murilo Alves),5,CBLOL/Brazil
Ayel (Marcelo Mello),tockers (Gabriel Claumann),5,CBLOL/Brazil
Ayel (Marcelo Mello),ziriguidun (Pedro Vilarinho),24,CBLOL/Brazil
Baiano (Gustavo Gomes),Brucer (Bruno Pereira),28,CBLOL/Brazil
Baiano (Gustavo Gomes),Caos (Jonas Vriesman) (Jonas Vriesman),5,CBLOL/Brazil
Baiano (Gustavo Gomes),Eryon (Márcio Reis),5,CBLOL/Brazil
Baiano (Gustavo Gomes),EzPrince (Victor Sun),5,CBLOL/Brazil
Baiano (Gustavo Gomes),Galfi (Hugo Garcia),5,CBLOL/Brazil
Baiano (Gustavo Gomes),Jockster (Luan Cardoso),9,CBLOL/Brazil
Baiano (Gustavo Gomes),Kami (Gabriel Bohm Santos) (Gabriel Santos),9,CBLOL/Brazil
Baiano (Gustavo Gomes),LEP (Pedro Luiz Marcari),9,CBLOL/Brazil
Baiano (Gustavo Gomes),Matsukaze (Pedro Gama),5,CBLOL/Brazil
Baiano (Gustavo Gomes),MiT (Gabriel Souza),9,CBLOL/Brazil
Baiano (Gustavo Gomes),Minerva (Gustavo Alves),9,CBLOL/Brazil
Baiano (Gustavo Gomes),Mylon (Matheus Borges),9,CBLOL/Brazil
Baiano (Gustavo Gomes),Neki (Vinícius Ghilardi),5,CBLOL/Brazil
Baiano (Gustavo Gomes),Picoca (Matheus Tavares),5,CBLOL/Brazil
Baiano (Gustavo Gomes),Professor (Matheus Leirião),5,CBLOL/Brazil
Baiano (Gustavo Gomes),Revolta (Gabriel Henud),9,CBLOL/Brazil
Baiano (Gustavo Gomes),SacyR (Gustavo Rossi),5,CBLOL/Brazil
Baiano (Gustavo Gomes),SirT (Thúlio Carlos),9,CBLOL/Brazil
Baiano (Gustavo Gomes),TinOwns (Thiago Sartori),9,CBLOL/Brazil
Baiano (Gustavo Gomes),Yang (Felipe Zhao) (Felipe Zhao),9,CBLOL/Brazil
Baiano (Gustavo Gomes),Zuao (João Vitor Morais),5,CBLOL/Brazil
Baiano (Gustavo Gomes),brTT (Felipe Gonçalves),5,CBLOL/Brazil
Baiano (Gustavo Gomes),micaO (Micael Rodrigues),9,CBLOL/Brazil
Baiano (Gustavo Gomes),tockers (Gabriel Claumann),9,CBLOL/Brazil
Baiano (Gustavo Gomes),ziriguidun (Pedro Vilarinho),9,CBLOL/Brazil
Brucer (Bruno Pereira),EzPrince (Victor Sun),5,CBLOL/Brazil
Brucer (Bruno Pereira),Galfi (Hugo Garcia),5,CBLOL/Brazil
Brucer (Bruno Pereira),Goku (Bruno Miyaguchi),5,CBLOL/Brazil
Brucer (Bruno Pereira),Jukaah (Ednilson Vargas),7,CBLOL/Brazil
Brucer (Bruno Pereira),Kami (Gabriel Bohm Santos) (Gabriel Santos),5,CBLOL/Brazil
Brucer (Bruno Pereira),LEP (Pedro Luiz Marcari),5,CBLOL/Brazil
Brucer (Bruno Pereira),Matsukaze (Pedro Gama),5,CBLOL/Brazil
Brucer (Bruno Pereira),MiT (Gabriel Souza),5,CBLOL/Brazil
Brucer (Bruno Pereira),Minerva (Gustavo Alves),5,CBLOL/Brazil
Brucer (Bruno Pereira),Mylon (Matheus Borges),5,CBLOL/Brazil
Brucer (Bruno Pereira),Picoca (Matheus Tavares),5,CBLOL/Brazil
Brucer (Bruno Pereira),Professor (Matheus Leirião),5,CBLOL/Brazil
Brucer (Bruno Pereira),Revolta (Gabriel Henud),5,CBLOL/Brazil
Brucer (Bruno Pereira),SirT (Thúlio Carlos),5,CBLOL/Brazil
Brucer (Bruno Pereira),SkyBart (Mateus Neves),61,CBLOL/Brazil
Brucer (Bruno Pereira),TinOwns (Thiago Sartori),5,CBLOL/Brazil
Brucer (Bruno Pereira),Turtle (Gabriel Peixoto),13,CBLOL/Brazil
Brucer (Bruno Pereira),Von (Gabriel Barbosa) (Gabriel Barbosa),5,CBLOL/Brazil
Brucer (Bruno Pereira),Yang (Felipe Zhao) (Felipe Zhao),5,CBLOL/Brazil
Brucer (Bruno Pereira),Zuao (João Vitor Morais),5,CBLOL/Brazil
Brucer (Bruno Pereira),brTT (Felipe Gonçalves),5,CBLOL/Brazil
Brucer (Bruno Pereira),esA (Eidi Yanagimachi),5,CBLOL/Brazil
Brucer (Bruno Pereira),micaO (Micael Rodrigues),5,CBLOL/Brazil
Brucer (Bruno Pereira),takeshi (Murilo Alves),12,CBLOL/Brazil
Brucer (Bruno Pereira),tockers (Gabriel Claumann),5,CBLOL/Brazil
Brucer (Bruno Pereira),ziriguidun (Pedro Vilarinho),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),EzPrince (Victor Sun),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Galfi (Hugo Garcia),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Goku (Bruno Miyaguchi),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Jukaah (Ednilson Vargas),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Kami (Gabriel Bohm Santos) (Gabriel Santos),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),LEP (Pedro Luiz Marcari),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Matsukaze (Pedro Gama),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),MiT (Gabriel Souza),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Minerva (Gustavo Alves),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Mylon (Matheus Borges),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Picoca (Matheus Tavares),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Professor (Matheus Leirião),9,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Revolta (Gabriel Henud),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),SirT (Thúlio Carlos),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),SkyBart (Mateus Neves),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),TinOwns (Thiago Sartori),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Turtle (Gabriel Peixoto),7,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Von (Gabriel Barbosa) (Gabriel Barbosa),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Yang (Felipe Zhao) (Felipe Zhao),8,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),Zuao (João Vitor Morais),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),brTT (Felipe Gonçalves),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),esA (Eidi Yanagimachi),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),micaO (Micael Rodrigues),7,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),takeshi (Murilo Alves),5,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),tockers (Gabriel Claumann),8,CBLOL/Brazil
Caos (Jonas Vriesman) (Jonas Vriesman),ziriguidun (Pedro Vilarinho),5,CBLOL/Brazil
Eryon (Márcio Reis),EzPrince (Victor Sun),5,CBLOL/Brazil
Eryon (Márcio Reis),Galfi (Hugo Garcia),23,CBLOL/Brazil
Eryon (Márcio Reis),Goku (Bruno Miyaguchi),5,CBLOL/Brazil
Eryon (Márcio Reis),Jukaah (Ednilson Vargas),5,CBLOL/Brazil
Eryon (Márcio Reis),Kami (Gabriel Bohm Santos) (Gabriel Santos),5,CBLOL/Brazil
Eryon (Márcio Reis),Matsukaze (Pedro Gama),5,CBLOL/Brazil
Eryon (Márcio Reis),MiT (Gabriel Souza),5,CBLOL/Brazil
Eryon (Márcio Reis),Minerva (Gustavo Alves),5,CBLOL/Brazil
Eryon (Márcio Reis),Mylon (Matheus Borges),5,CBLOL/Brazil
Eryon (Márcio Reis),Picoca (Matheus Tavares),5,CBLOL/Brazil
Eryon (Márcio Reis),Professor (Matheus Leirião),5,CBLOL/Brazil
Eryon (Márcio Reis),Revolta (Gabriel Henud),5,CBLOL/Brazil
Eryon (Márcio Reis),SirT (Thúlio Carlos),5,CBLOL/Brazil
Eryon (Márcio Reis),SkyBart (Mateus Neves),5,CBLOL/Brazil
Eryon (Márcio Reis),Turtle (Gabriel Peixoto),5,CBLOL/Brazil
Eryon (Márcio Reis),Von (Gabriel Barbosa) (Gabriel Barbosa),5,CBLOL/Brazil
Eryon (Márcio Reis),Yang (Felipe Zhao) (Felipe Zhao),5,CBLOL/Brazil
Eryon (Márcio Reis),Zuao (João Vitor Morais),5,CBLOL/Brazil
Eryon (Márcio Reis),brTT (Felipe Gonçalves),5,CBLOL/Brazil
Eryon (Márcio Reis),esA (Eidi Yanagimachi),5,CBLOL/Brazil
Eryon (Márcio Reis),takeshi (Murilo Alves),5,CBLOL/Brazil
Eryon (Márcio Reis),tockers (Gabriel Claumann),5,CBLOL/Brazil
Eryon (Márcio Reis),ziriguidun (Pedro Vilarinho),5,CBLOL/Brazil
EzPrince (Victor Sun),Galfi (Hugo Garcia),5,CBLOL/Brazil
EzPrince (Victor Sun),Jockster (Luan Cardoso),5,CBLOL/Brazil
EzPrince (Victor Sun),Jukaah (Ednilson Vargas),5,CBLOL/Brazil
EzPrince (Victor Sun),Kami (Gabriel Bohm Santos) (Gabriel Santos),5,CBLOL/Brazil
EzPrince (Victor Sun),LEP (Pedro Luiz Marcari),5,CBLOL/Brazil
EzPrince (Victor Sun),Matsukaze (Pedro Gama),5,CBLOL/Brazil
EzPrince (Victor Sun),MiT (Gabriel Souza),5,CBLOL/Brazil
EzPrince (Victor Sun),Minerva (Gustavo Alves),5,CBLOL/Brazil
EzPrince (Victor Sun),Mylon (Matheus Borges),5,CBLOL/Brazil
EzPrince (Victor Sun),Neki (Vinícius Ghilardi),5,CBLOL/Brazil
EzPrince (Victor Sun),Picoca (Matheus Tavares),5,CBLOL/Brazil
EzPrince (Victor Sun),Revolta (Gabriel Henud),5,CBLOL/Brazil
EzPrince (Victor Sun),Robo (Leonardo Souza),5,CBLOL/Brazil
EzPrince (Victor Sun),SacyR (Gustavo Rossi),5,CBLOL/Brazil
EzPrince (Victor Sun),SirT (Thúlio Carlos),5,CBLOL/Brazil
EzPrince (Victor Sun),TinOwns (Thiago Sartori),5,CBLOL/Brazil
EzPrince (Victor Sun),Turtle (Gabriel Peixoto),5,CBLOL/Brazil
EzPrince (Victor Sun),Yang (Felipe Zhao) (Felipe Zhao),5,CBLOL/Brazil
EzPrince (Victor Sun),brTT (Felipe Gonçalves),5,CBLOL/Brazil
EzPrince (Victor Sun),esA (Eidi Yanagimachi),5,CBLOL/Brazil
EzPrince (Victor Sun),micaO (Micael Rodrigues),5,CBLOL/Brazil
EzPrince (Victor Sun),takeshi (Murilo Alves),5,CBLOL/Brazil
EzPrince (Victor Sun),tockers (Gabriel Claumann),5,CBLOL/Brazil
EzPrince (Victor Sun),ziriguidun (Pedro Vilarinho),5,CBLOL/Brazil
Galfi (Hugo Garcia),Goku (Bruno Miyaguchi),5,CBLOL/Brazil
Galfi (Hugo Garcia),Jockster (Luan Cardoso),29,CBLOL/Brazil
Galfi (Hugo Garcia),Jukaah (Ednilson Vargas),5,CBLOL/Brazil
Galfi (Hugo Garcia),Kami (Gabriel Bohm Santos) (Gabriel Santos),5,CBLOL/Brazil
Galfi (Hugo Garcia),MiT (Gabriel Souza),5,CBLOL/Brazil
Galfi (Hugo Garcia),Mylon (Matheus Borges),5,CBLOL/Brazil
Galfi (Hugo Garcia),Neki (Vinícius Ghilardi),5,CBLOL/Brazil
Galfi (Hugo Garcia),Picoca (Matheus Tavares),5,CBLOL/Brazil
Galfi (Hugo Garcia),Professor (Matheus Leirião),5,CBLOL/Brazil
Galfi (Hugo Garcia),Revolta (Gabriel Henud),29,CBLOL/Brazil
Galfi (Hugo Garcia),Robo (Leonardo Souza),10,CBLOL/Brazil
